run,steps,collisions,intimate,close intimate,person,social,public
267,303,0,0,0,0,1528,24832
268,223,0,0,0,0,682,16394
269,261,0,0,0,0,1237,17814
270,402,0,0,0,881,3677,15345
271,504,0,0,0,296,2262,22950
272,214,0,0,0,0,211,18017
273,321,0,0,0,0,964,18843
274,466,0,0,0,0,2727,23987
275,261,0,0,0,0,1059,19399
276,296,0,0,0,0,1665,21764
277,284,0,0,0,0,526,18682
278,417,0,0,101,937,4498,26585
279,214,0,0,0,0,95,15385
280,220,0,0,0,0,368,19587
281,335,0,0,0,224,1567,28293
282,569,0,0,0,0,3912,31061
283,213,0,0,0,0,146,18465
284,314,0,0,0,0,1756,27547
285,334,0,0,0,290,4067,19952
286,297,0,0,0,0,700,16179
287,224,0,0,0,0,398,19884
288,476,0,0,0,0,1912,29351
289,298,0,0,0,0,1140,21137
290,392,0,0,0,0,1562,24451
291,268,0,0,0,0,741,15837
292,444,0,0,0,43,2740,24373
293,212,0,0,0,0,285,15629
294,601,0,0,0,261,3045,26306
295,231,0,0,0,0,582,21361
296,298,0,0,0,80,1327,17245
297,212,0,0,0,0,0,19506
298,431,0,0,0,0,3677,23642
299,443,0,0,64,583,5239,22073
300,256,0,0,0,0,748,18209
301,402,0,0,0,188,3870,24757
302,273,0,0,0,0,976,20363
303,238,0,0,0,0,1248,17444
304,284,0,0,0,0,1351,19507
305,420,0,0,0,0,2132,25936
306,502,0,0,0,0,1979,29180
307,357,0,0,0,297,1417,23293
308,384,0,0,2,743,5331,22680
309,281,0,0,0,29,1287,21013
310,442,0,0,0,210,4725,20201
311,537,0,0,0,56,3486,22240
312,267,0,20,243,1037,2996,17873
313,332,0,0,0,0,1072,19980
314,239,0,0,0,0,1202,20383
315,282,0,0,0,0,1584,13517
316,507,0,0,298,335,2980,26082
317,214,0,0,0,0,156,18536
318,285,0,0,0,35,781,21036
319,221,0,0,0,0,138,18602
320,485,0,0,6,834,4048,27856
321,448,0,0,17,760,2908,17631
322,390,0,0,0,354,4785,28843
323,224,0,0,0,0,810,17669
324,330,0,0,0,0,1093,24496
325,221,0,0,0,0,726,17577
326,352,0,0,0,0,1600,22351
327,325,0,0,0,4,1381,18729
328,340,0,0,0,64,2216,24921
329,287,0,0,0,63,1474,22034
330,330,0,0,0,0,1309,19660
331,472,0,0,0,268,7378,22032
332,652,0,0,0,840,3812,21083
333,217,0,0,0,0,355,17671
334,374,0,0,0,246,1401,27881
335,367,0,0,0,0,994,21983
336,214,0,0,0,0,87,18796
337,245,0,0,0,0,596,16022
338,212,0,0,0,0,64,19623
339,236,0,0,0,0,514,16554
340,472,0,0,33,638,5903,27062
341,293,0,0,0,0,1257,16223
342,465,0,0,0,187,1683,26353
343,440,0,0,20,289,2467,29334
344,448,0,0,0,0,2614,25500
345,214,0,0,0,0,0,18041
346,439,0,0,0,145,3204,23579
347,249,0,0,0,0,595,17559
348,216,0,0,0,0,623,17874
349,212,0,0,0,0,89,17527
350,389,0,0,0,0,2490,21374
351,424,0,0,0,0,1986,18070
352,420,0,0,5,442,2365,22669
353,427,0,10,160,1204,7430,27728
354,212,0,0,0,1,61,15552
355,435,0,0,14,1162,4791,20715
356,433,0,0,0,11,1548,27869
357,422,0,0,44,312,2937,23318
