run,steps,collisions,intimate,close intimate,person,social,public
271,322,0,4,28,96,963,11096
272,324,0,0,7,23,568,5360
273,306,0,0,0,0,115,12385
274,324,0,5,32,98,1612,11501
275,320,0,0,0,0,3,13905
276,328,0,0,0,0,403,8670
277,318,0,17,30,403,3962,6607
278,320,0,7,39,574,1764,13010
279,322,0,8,39,244,1571,10874
280,308,0,0,63,505,2023,12504
281,326,0,0,0,0,488,11841
282,320,0,0,0,0,143,11904
283,316,0,0,0,7,880,13315
284,312,0,0,0,11,1433,7298
285,314,0,6,20,40,672,12115
286,318,0,7,31,56,1222,12285
287,312,0,0,0,0,0,12346
288,324,0,11,34,284,1680,11038
289,316,0,0,0,16,650,12659
290,318,0,0,3,530,1965,8851
291,322,0,0,0,0,68,12785
292,312,0,0,0,114,734,11040
293,320,0,0,0,34,786,9441
294,318,0,0,0,0,41,6680
295,326,0,12,102,374,1069,9951
296,312,0,0,0,0,401,12808
297,324,0,3,8,84,987,15111
298,306,0,0,0,0,0,10595
299,316,0,0,0,0,0,9767
300,312,0,3,23,126,788,7596
301,310,0,0,18,69,593,8528
302,328,0,0,0,0,0,8716
303,322,0,0,0,0,58,10941
304,314,0,0,0,149,1779,10489
305,334,0,8,120,337,868,7135
306,320,0,5,27,316,1815,13463
307,322,0,0,0,0,527,10010
308,318,0,4,31,195,602,11864
309,320,0,0,0,0,0,6475
310,314,0,0,56,358,2660,9326
311,318,0,0,0,0,173,11851
312,318,0,0,0,43,458,11383
313,316,0,3,23,132,1116,11135
314,326,0,0,0,0,811,7092
315,304,0,2,17,46,706,11283
316,314,0,0,0,0,1175,8749
317,322,0,0,38,303,562,9557
318,328,0,0,20,107,475,8659
319,324,0,0,0,0,0,11312
320,322,0,6,14,174,3239,11234
321,326,0,0,43,89,1427,12799
322,314,0,0,0,7,620,11867
323,310,0,8,108,259,1346,9959
324,312,0,0,0,206,1243,8667
325,312,0,0,0,167,2123,9127
326,316,0,6,32,70,1024,12410
327,302,0,0,0,0,278,12308
328,310,0,0,0,0,252,12018
329,318,0,0,1,51,797,11609
330,318,0,14,41,208,1418,13971
331,330,0,18,55,229,662,10130
332,330,0,0,0,12,584,12913
333,312,0,0,3,154,1389,9210
334,324,0,0,0,58,1141,11957
335,316,0,0,0,20,498,12598
336,316,0,0,15,183,792,11320
337,320,0,0,0,0,1031,9954
338,322,0,0,14,149,1005,9241
339,308,0,0,0,0,353,12645
340,316,0,0,0,0,294,13455
341,318,0,0,0,0,290,10566
342,316,0,0,0,19,477,12089
343,316,0,0,0,3,113,13227
344,312,0,0,0,0,591,10473
345,330,0,0,0,0,0,7007
346,320,0,0,5,101,1295,10936
347,318,0,0,0,0,465,8621
348,316,0,0,0,108,1180,10438
349,314,0,0,0,0,80,7192
350,312,0,3,14,374,1407,11877
351,320,0,0,0,12,523,10836
352,324,0,0,0,0,25,13324
353,326,0,0,0,39,612,10900
354,328,0,4,11,119,1491,11000
355,322,0,0,9,64,652,12367
356,316,0,0,0,90,1211,11379
357,324,0,0,0,24,817,10734
358,314,0,0,20,186,1663,9668
359,310,0,0,0,0,0,11062
360,318,0,0,1,86,1870,8781
361,320,0,10,176,475,1097,7362
362,314,0,0,0,3,609,14450
363,320,0,27,191,750,2374,8811
364,322,0,0,0,0,138,10624
365,324,0,0,0,67,1226,10337
366,316,0,0,0,5,1690,6677
367,318,0,4,16,80,1355,12431
368,318,0,0,0,0,622,11322
369,330,0,4,192,1066,3081,9439
370,320,0,6,140,228,766,11414
371,312,0,0,0,48,751,12158
372,316,0,0,0,0,182,11495
373,326,0,0,0,28,662,8506
374,324,0,0,13,144,1381,10987
375,328,0,0,0,7,300,12318
376,322,0,0,12,112,1194,11486
377,316,0,0,0,0,719,7674
378,320,0,0,11,78,583,14633
379,318,0,0,0,0,385,5577
380,324,0,17,67,457,1595,11779
381,336,0,24,127,644,1972,9858
382,322,0,0,0,1,400,10650
383,318,0,0,0,30,1105,12530
384,328,0,0,0,0,33,10842
385,314,0,0,5,153,1013,8411
386,326,0,0,146,497,2713,7201
387,316,0,0,0,0,432,12103
388,338,0,0,0,15,562,15254
389,328,0,0,17,80,1095,11853
390,326,0,4,76,345,1516,11579
391,316,0,0,0,64,454,12330
392,312,0,0,0,34,684,9033
393,310,0,5,38,235,1748,12556
394,320,0,0,0,0,441,12745
395,320,0,0,0,0,62,12214
396,340,0,0,0,105,718,10436
397,318,0,0,38,127,452,11041
398,314,0,0,20,181,2777,8112
399,316,0,0,0,0,0,12918
400,326,0,11,29,344,2541,11474
401,320,0,0,0,0,32,11000
402,310,0,0,0,13,546,9422
403,318,0,2,15,162,1807,8202
404,322,0,0,30,186,855,8991
405,328,0,0,11,114,1359,10686
406,324,0,0,0,0,0,7825
407,326,0,1,31,137,802,9800
408,312,0,0,0,3,551,11285
409,322,0,0,0,13,826,14971
410,324,0,0,23,326,1385,11412
411,308,0,0,0,0,222,14766
412,320,0,0,0,0,184,11224
413,312,0,2,23,158,1156,9313
414,332,0,2,8,116,1198,13279
415,322,0,0,0,141,829,10088
416,316,0,3,34,353,1501,11485
417,314,0,1,17,78,759,10089
418,314,0,0,0,0,0,9394
419,308,0,0,0,16,808,10269
420,314,0,0,0,0,16,11074
421,310,0,11,134,843,1882,7131
422,316,0,4,31,159,831,10752
423,324,0,3,9,32,1098,11087
424,320,0,4,19,148,815,12999
425,312,0,0,0,0,562,10180
426,312,0,0,0,2,397,11804
427,316,0,3,7,203,768,7219
428,312,0,0,0,0,263,9803
429,312,0,0,0,104,845,10332
430,322,0,0,0,0,400,12355
431,310,0,0,0,0,95,10788
432,310,0,1,18,224,1257,9722
433,316,0,0,9,72,1738,12100
434,318,0,3,46,376,2571,6958
435,320,0,0,0,0,481,10132
436,320,0,4,9,86,1432,12306
437,314,0,0,17,195,1721,11803
438,312,0,0,0,45,807,8117
439,316,0,0,0,0,62,11721
440,318,0,3,24,176,1414,11589
441,326,0,0,0,0,0,8185
442,332,0,0,0,2,522,8622
443,322,0,0,26,498,2472,10177
444,318,0,0,0,0,263,7063
445,326,0,0,4,88,668,10808
446,306,0,0,0,15,870,11033
447,322,0,0,0,31,918,13108
448,322,0,0,0,116,790,8050
449,328,0,8,34,569,2653,8480
450,316,0,0,0,0,60,10924
451,318,0,0,0,0,561,13621
452,320,0,0,21,269,2588,8947
453,314,0,0,0,88,1476,12567
454,316,0,0,0,0,180,14612
455,324,0,0,0,0,50,13788
456,330,0,0,9,170,1704,7542
457,308,0,0,0,9,2404,11429
458,314,0,0,17,160,1444,9180
459,322,0,0,0,10,1043,11595
460,314,0,0,0,0,60,12770
461,324,0,0,0,97,795,9041
462,320,0,0,39,338,2982,11438
463,324,0,0,0,0,217,10142
464,312,0,0,9,176,1890,10275
465,324,0,0,9,69,744,10173
466,328,0,0,0,18,376,13154
467,314,0,3,22,216,742,8467
468,318,0,0,0,0,1582,12229
469,318,0,5,140,329,1806,7285
470,328,0,0,0,41,980,12534
471,302,0,0,0,0,548,10108
472,314,0,9,31,174,1328,12481
473,316,0,0,10,62,1373,13873
474,320,0,0,0,5,274,10983
475,316,0,0,0,0,0,7735
476,316,0,0,0,0,0,10824
477,316,0,15,28,285,1459,8682
478,326,0,0,0,0,352,10038
479,326,0,0,0,0,17,9506
480,314,0,0,0,0,0,11434
481,308,0,0,6,132,1515,10024
482,316,0,0,0,0,599,9106
483,314,0,0,0,9,1202,10469
484,320,0,6,21,160,1221,8277
485,322,0,0,12,41,567,8147
486,320,0,0,0,31,388,10338
487,318,0,5,25,207,1564,8388
488,314,0,3,7,127,1174,10162
489,330,0,0,0,0,113,10860
490,318,0,6,55,348,2152,5449
491,320,0,5,52,319,2204,11059
492,318,0,0,35,118,1170,12152
493,334,0,0,0,0,1497,7748
494,318,0,0,10,126,833,9524
495,314,0,0,0,0,1019,9413
496,308,0,3,17,111,1300,10945
497,330,0,0,0,0,92,9658
498,312,0,0,15,95,1463,11212
499,316,0,0,14,357,2536,11777
