run,steps,collisions,intimate,close intimate,person,social,public
801,284,0,0,0,0,1352,12089
802,263,0,0,0,0,896,10235
803,212,0,0,0,0,70,10332
804,213,0,0,0,0,0,7908
805,214,0,0,0,0,0,10688
806,588,0,0,138,587,1628,9327
807,216,0,0,0,0,437,7864
808,395,0,0,0,0,1445,11805
809,274,0,0,0,0,835,12779
810,213,0,0,0,0,0,8273
811,358,0,0,0,0,1837,11019
812,214,0,0,0,0,0,6220
813,270,0,0,0,0,1552,10967
814,289,0,0,0,0,2308,9893
815,253,0,0,0,0,271,8026
816,212,0,0,0,0,60,9092
817,212,0,0,0,0,34,8647
818,212,0,0,0,0,0,10600
819,214,0,0,0,0,199,10401
820,219,0,0,0,0,236,10714
821,213,0,0,0,0,91,7610
822,213,0,0,0,0,89,10545
823,212,0,0,0,0,48,9171
824,313,0,0,0,229,1795,10938
825,216,0,0,0,0,532,10128
826,264,0,0,0,0,814,9183
827,451,0,0,49,181,3603,11686
828,214,0,0,0,0,140,10443
829,426,0,0,0,0,1085,6087
830,254,0,0,0,112,874,7404
831,339,0,0,0,0,630,9455
832,356,0,0,0,0,704,12339
833,265,0,0,0,0,684,9606
834,243,0,0,0,0,628,9896
835,390,0,0,29,440,2305,9353
836,213,0,0,0,0,256,10394
837,212,0,0,0,0,0,7487
838,215,0,0,0,0,681,7868
839,442,0,0,71,551,1362,11351
840,212,0,0,0,0,0,9365
841,274,0,0,0,0,1248,7591
842,213,0,0,0,0,0,9335
843,212,0,0,0,0,0,10555
844,264,0,0,0,0,350,10318
845,213,0,0,0,0,228,8170
846,272,0,0,0,0,533,9180
847,227,0,0,0,0,851,8571
848,212,0,0,0,0,0,8678
849,482,0,4,186,772,2543,8985
850,445,0,0,0,283,2048,14245
851,257,0,0,0,0,597,8197
852,213,0,0,0,0,41,5321
853,351,0,0,0,0,804,10591
854,247,0,0,0,0,657,11683
855,330,0,0,0,0,721,11174
856,213,0,0,0,0,6,9201
857,294,0,0,0,0,1429,10027
858,256,0,0,0,16,368,10896
859,362,0,0,48,418,1884,10585
860,400,0,0,0,131,1795,13934
861,291,0,0,0,0,1678,10279
862,265,0,0,0,0,1104,9028
863,251,0,0,0,0,443,9293
864,348,0,0,0,0,1387,9033
865,242,0,0,0,0,795,9391
866,413,0,0,68,390,2846,14064
867,347,0,0,141,872,3621,8056
868,584,0,0,0,2,2933,10985
869,403,0,0,0,19,1214,11640
870,221,0,0,0,0,282,9803
871,355,0,0,0,0,728,12603
872,212,0,0,0,0,305,8381
873,214,0,0,0,0,1,7628
874,393,0,0,0,114,2858,12405
875,214,0,0,0,0,0,9027
876,212,0,0,0,0,0,8503
877,398,0,0,0,0,1960,9915
878,309,0,0,0,0,1519,8685
879,282,0,0,0,0,1207,10954
880,237,0,0,0,0,717,11133
881,275,0,0,0,0,767,11217
882,215,0,0,0,0,184,9134
883,213,0,0,0,0,76,9074
884,218,0,0,0,0,345,9556
885,214,0,0,0,0,82,6012
886,401,0,0,0,0,1732,13450
887,278,0,0,0,0,598,12093
888,282,0,0,0,0,883,9969
889,508,0,0,15,489,2136,12934
890,216,0,0,0,0,425,7503
891,213,0,0,0,0,150,8811
892,281,0,0,0,0,1147,11936
893,243,0,0,0,0,531,9082
894,213,0,0,0,0,609,6549
895,233,0,0,0,0,424,8554
896,306,0,0,0,0,1403,8901
897,218,0,0,0,0,486,9467
898,282,0,0,0,0,753,12463
899,213,0,0,0,0,205,10125
900,238,0,0,0,0,497,7602
901,254,0,0,0,0,826,9701
902,369,0,0,0,0,1235,13325
903,416,0,0,0,0,1374,11131
904,214,0,0,0,0,0,10585
905,408,0,0,0,0,1891,13915
906,434,0,0,0,239,1631,13137
907,214,0,0,0,0,428,9279
908,304,0,0,0,0,579,12027
909,243,0,0,0,0,988,9816
910,218,0,0,0,0,422,10383
911,212,0,0,0,0,137,9124
912,269,0,0,0,0,853,8464
913,288,0,0,0,0,1031,10764
914,213,0,0,0,0,0,10650
915,216,0,0,0,0,324,8796
916,222,0,0,0,0,533,9166
917,212,0,0,0,0,123,8541
918,264,0,0,0,0,522,11422
919,609,0,0,44,218,1737,13401
920,214,0,0,0,0,45,9098
921,213,0,0,0,0,49,9404
922,212,0,0,0,0,50,9216
923,247,0,0,0,0,553,6831
924,214,0,0,0,0,0,8023
925,213,0,0,0,0,7,8985
926,234,0,0,0,0,506,6602
927,212,0,0,0,0,0,8920
928,219,0,0,0,0,581,8662
929,362,0,0,0,85,1531,12485
930,435,0,0,39,413,1962,10922
931,214,0,0,0,0,253,10414
932,213,0,0,0,0,0,5870
933,213,0,0,0,0,0,8051
934,224,0,0,0,0,520,10680
935,395,0,6,77,653,2692,11406
936,213,0,0,0,0,0,8002
937,220,0,0,0,0,513,7415
938,227,0,0,0,0,356,10635
939,403,0,0,0,155,1864,13082
940,212,0,0,0,0,0,8194
941,214,0,0,0,0,291,9421
942,619,0,0,0,3,2858,16020
943,378,0,0,0,0,1568,10528
944,380,0,0,30,772,3269,9051
945,213,0,0,0,0,11,7582
946,392,0,0,0,0,1737,9728
947,213,0,0,0,0,18,10100
948,213,0,0,0,0,0,7630
949,220,0,0,0,0,445,8556
950,429,0,0,0,0,1641,14018
951,231,0,0,0,0,503,9664
952,232,0,0,0,0,87,10050
953,212,0,0,0,0,0,9984
954,212,0,0,0,0,0,9487
955,214,0,0,0,0,0,7055
956,212,0,0,0,0,0,9382
957,216,0,0,0,0,320,7122
958,303,0,0,0,0,910,10811
959,222,0,0,0,0,320,9832
960,228,0,0,0,0,487,5568
961,360,0,0,0,195,1468,12658
962,214,0,0,0,0,167,9264
963,268,0,0,0,0,879,8135
964,252,0,0,0,13,833,10814
965,411,0,0,0,85,1439,15714
966,315,0,0,0,0,1486,11469
967,213,0,0,0,0,358,6443
968,212,0,0,0,0,214,10386
969,217,0,0,0,0,333,8693
970,213,0,0,0,0,0,10423
971,224,0,0,0,0,586,9358
972,294,0,0,3,331,2221,6776
973,214,0,0,0,0,0,7860
974,213,0,0,0,0,0,8822
975,319,0,0,0,0,1815,11661
976,230,0,0,0,0,313,7262
977,220,0,0,0,0,413,9414
978,217,0,0,0,0,573,6520
979,224,0,0,0,0,644,9610
980,396,0,0,0,0,1581,11203
981,214,0,0,0,0,151,8482
982,388,0,0,0,136,1803,14628
983,212,0,0,0,0,0,8181
984,212,0,0,0,0,330,8820
985,298,0,0,0,0,581,9407
986,213,0,0,0,0,0,6692
987,220,0,0,0,0,443,8802
988,213,0,0,0,0,230,8414
989,213,0,0,0,0,0,10650
990,214,0,0,0,0,218,9337
991,264,0,0,0,147,1092,8218
992,212,0,0,0,0,0,6640
993,286,0,0,0,0,992,10599
994,330,0,0,0,170,1125,9287
995,212,0,0,0,0,84,10415
996,213,0,0,0,0,0,9392
997,213,0,0,0,0,0,9280
998,220,0,0,0,0,192,7838
999,213,0,0,0,0,0,7158
